,Job Title,Company Name,Experience (In Years),Experience Category,Industry,City,State,Country,Source
7131,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,Kolkata,West Bengal,India,Naukri
7132,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,Mumbai,Maharashtra,India,Naukri
7133,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,New Delhi,Delhi,India,Naukri
7134,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,Hyderabad,Telangana,India,Naukri
7135,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,Pune,Maharashtra,India,Naukri
7136,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,Chennai,Tamil Nadu,India,Naukri
7137,BVLS: 4 Data Engineers / Developers,Zensar,5.5,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
7138,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,Kolkata,West Bengal,India,Naukri
7139,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,Mumbai,Maharashtra,India,Naukri
7140,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,New Delhi,Delhi,India,Naukri
7141,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,Hyderabad,Telangana,India,Naukri
7142,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,Pune,Maharashtra,India,Naukri
7143,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,Chennai,Tamil Nadu,India,Naukri
7144,Full Stack Developer,Rackspace Technology,10.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
7145,Software Developer 3,Oracle,7.0,Senior,Software Development,Kolkata,West Bengal,India,Naukri
7146,Software Developer 3,Oracle,7.0,Senior,Software Development,Mumbai,Maharashtra,India,Naukri
7147,Software Developer 3,Oracle,7.0,Senior,Software Development,New Delhi,Delhi,India,Naukri
7148,Software Developer 3,Oracle,7.0,Senior,Software Development,Hyderabad,Telangana,India,Naukri
7149,Software Developer 3,Oracle,7.0,Senior,Software Development,Pune,Maharashtra,India,Naukri
7150,Software Developer 3,Oracle,7.0,Senior,Software Development,Chennai,Tamil Nadu,India,Naukri
7151,Software Developer 3,Oracle,7.0,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
7152,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,Kolkata,West Bengal,India,Naukri
7153,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,Mumbai,Maharashtra,India,Naukri
7154,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,New Delhi,Delhi,India,Naukri
7155,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,Hyderabad,Telangana,India,Naukri
7156,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,Pune,Maharashtra,India,Naukri
7157,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,Chennai,Tamil Nadu,India,Naukri
7158,DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,7.0,Senior,Cloud,Bengaluru,Karnataka,India,Naukri
7159,Senior Executive,Artech India,21.5,Executive,Other,,,,Naukri
7160,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,Kolkata,West Bengal,India,Naukri
7161,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7162,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,New Delhi,Delhi,India,Naukri
7163,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,Hyderabad,Telangana,India,Naukri
7164,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,Pune,Maharashtra,India,Naukri
7165,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7166,Executive Assistant To MD,Admiral Logistics,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
7167,KPMG - Background Verification Analyst,KPMG Assurance and Consulting Services LLP,1.5,Junior,Other,Pune,Maharashtra,India,Naukri
7168,KPMG - Background Verification Analyst,KPMG Assurance and Consulting Services LLP,1.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7169,Billing Executive,Admiral Logistics,2.5,Junior,Other,Kolkata,West Bengal,India,Naukri
7170,Billing Executive,Admiral Logistics,2.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7171,Billing Executive,Admiral Logistics,2.5,Junior,Other,New Delhi,Delhi,India,Naukri
7172,Billing Executive,Admiral Logistics,2.5,Junior,Other,Hyderabad,Telangana,India,Naukri
7173,Billing Executive,Admiral Logistics,2.5,Junior,Other,Pune,Maharashtra,India,Naukri
7174,Billing Executive,Admiral Logistics,2.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7175,Billing Executive,Admiral Logistics,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
7176,Operations Support Engineer,Inspire Tech Solutions,3.0,Junior,Software Development,,,,Naukri
7177,Sourcing Specialist,Artech India,6.5,Senior,Other,,,,Naukri
7178,Sr.Executive - Finance,Artech India,21.5,Executive,Finance,,,,Naukri
7179,Sr.Executive - Finance,Artech India,21.5,Executive,Finance,,,,Naukri
7180,Sr Executive - Human Resource Outbound,Artech India,21.5,Executive,Other,,,,Naukri
7181,Sr. Executive,Artech India,21.5,Executive,Other,,,,Naukri
7182,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,Kolkata,West Bengal,India,Naukri
7183,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
7184,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,New Delhi,Delhi,India,Naukri
7185,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
7186,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,Pune,Maharashtra,India,Naukri
7187,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
7188,Senior Executive-Field,Admiral Logistics,4.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
7189,Principal Technical Quality Engineer,Cadence,9.0,Lead,Software Development,Noida,Uttar Pradesh,India,Naukri
7190,Principal Technical Quality Engineer,Cadence,9.0,Lead,Software Development,Hyderabad,Telangana,India,Naukri
7191,Principal Technical Quality Engineer,Cadence,9.0,Lead,Software Development,Pune,Maharashtra,India,Naukri
7192,Principal Technical Quality Engineer,Cadence,9.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
7193,Automation Tester(java_Selenium) PAN India,Infosys,5.5,Mid-Level,Quality Assurance / Testing,Hyderabad,Telangana,India,Naukri
7194,Automation Tester(java_Selenium) PAN India,Infosys,5.5,Mid-Level,Quality Assurance / Testing,Pune,Maharashtra,India,Naukri
7195,Automation Tester(java_Selenium) PAN India,Infosys,5.5,Mid-Level,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
7196,Python Developer,Infosys,5.5,Mid-Level,Software Development,Hyderabad,Telangana,India,Naukri
7197,Python Developer,Infosys,5.5,Mid-Level,Software Development,Pune,Maharashtra,India,Naukri
7198,Python Developer,Infosys,5.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
7199,Automation Tester- Pune,Infosys,6.5,Senior,Quality Assurance / Testing,Hyderabad,Telangana,India,Naukri
7200,Automation Tester- Pune,Infosys,6.5,Senior,Quality Assurance / Testing,Pune,Maharashtra,India,Naukri
7201,Automation Tester- Pune,Infosys,6.5,Senior,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
7202,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Kolkata,West Bengal,India,Naukri
7203,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Mumbai,Maharashtra,India,Naukri
7204,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,New Delhi,Delhi,India,Naukri
7205,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Hyderabad,Telangana,India,Naukri
7206,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Secunderabad,Telangana,India,Naukri
7207,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Pune,Maharashtra,India,Naukri
7208,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Chennai,Tamil Nadu,India,Naukri
7209,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
7210,SENIOR ENGINEER - FULL STACK DEV,Sasken Technologies,4.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
7211,Fullstack Architect,Axtria,16.0,Executive,Software Development,Noida,Uttar Pradesh,India,Naukri
7212,Fullstack Architect,Axtria,16.0,Executive,Software Development,Pune,Maharashtra,India,Naukri
7213,Fullstack Architect,Axtria,16.0,Executive,Software Development,Bengaluru,Karnataka,India,Naukri
7214,Automation testing - Hyderabad { Python},Infosys,7.5,Senior,Quality Assurance / Testing,Hyderabad,Telangana,India,Naukri
7215,Automation testing - Hyderabad { Python},Infosys,7.5,Senior,Quality Assurance / Testing,Pune,Maharashtra,India,Naukri
7216,Automation testing - Hyderabad { Python},Infosys,7.5,Senior,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
7217,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Kolkata,West Bengal,India,Naukri
7218,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Mumbai,Maharashtra,India,Naukri
7219,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,New Delhi,Delhi,India,Naukri
7220,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Hyderabad,Telangana,India,Naukri
7221,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Secunderabad,Telangana,India,Naukri
7222,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Pune,Maharashtra,India,Naukri
7223,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Chennai,Tamil Nadu,India,Naukri
7224,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
7225,LEAD ENGINEER - FULL STACK DEV,Sasken Technologies,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
7226,Java Developer,HCLTech,3.0,Junior,Software Development,Noida,Uttar Pradesh,India,Naukri
7227,Java Developer,HCLTech,3.0,Junior,Software Development,Hyderabad,Telangana,India,Naukri
7228,Java Developer,HCLTech,3.0,Junior,Software Development,Pune,Maharashtra,India,Naukri
7229,Shift Supervisor,Starbucks,3.0,Junior,Other,Kolkata,West Bengal,India,Naukri
7230,Shift Supervisor,Starbucks,3.0,Junior,Other,Mumbai,Maharashtra,India,Naukri
7231,Shift Supervisor,Starbucks,3.0,Junior,Other,New Delhi,Delhi,India,Naukri
7232,Shift Supervisor,Starbucks,3.0,Junior,Other,Hyderabad,Telangana,India,Naukri
7233,Shift Supervisor,Starbucks,3.0,Junior,Other,Pune,Maharashtra,India,Naukri
7234,Shift Supervisor,Starbucks,3.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7235,Shift Supervisor,Starbucks,3.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
7236,"Transportation Representative, AV",Amazon,1.5,Junior,Other,Kolkata,West Bengal,India,Naukri
7237,"Transportation Representative, AV",Amazon,1.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7238,"Transportation Representative, AV",Amazon,1.5,Junior,Other,New Delhi,Delhi,India,Naukri
7239,"Transportation Representative, AV",Amazon,1.5,Junior,Other,Hyderabad,Telangana,India,Naukri
7240,"Transportation Representative, AV",Amazon,1.5,Junior,Other,Pune,Maharashtra,India,Naukri
7241,"Transportation Representative, AV",Amazon,1.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7242,"Transportation Representative, AV",Amazon,1.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
7243,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,Kolkata,West Bengal,India,Naukri
7244,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7245,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,New Delhi,Delhi,India,Naukri
7246,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,Hyderabad,Telangana,India,Naukri
7247,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,Pune,Maharashtra,India,Naukri
7248,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7249,Attendant-Food & Beverage,Marriott,1.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
7250,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,Kolkata,West Bengal,India,Naukri
7251,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,Mumbai,Maharashtra,India,Naukri
7252,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,New Delhi,Delhi,India,Naukri
7253,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,Hyderabad,Telangana,India,Naukri
7254,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,Pune,Maharashtra,India,Naukri
7255,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7256,Guest Service Associate - Housekeeping,Marriott,2.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
7257,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,Kolkata,West Bengal,India,Naukri
7258,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,Mumbai,Maharashtra,India,Naukri
7259,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,New Delhi,Delhi,India,Naukri
7260,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,Hyderabad,Telangana,India,Naukri
7261,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,Pune,Maharashtra,India,Naukri
7262,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,Chennai,Tamil Nadu,India,Naukri
7263,Assistant Manager-Loss Prevention,Marriott,2.5,Junior,Management,Bengaluru,Karnataka,India,Naukri
7264,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,Kolkata,West Bengal,India,Naukri
7265,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7266,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,New Delhi,Delhi,India,Naukri
7267,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,Hyderabad,Telangana,India,Naukri
7268,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,Pune,Maharashtra,India,Naukri
7269,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7270,Yoga Instructor - Six Senses Fort Barwara,IHG Hotels & Resorts,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
7271,Commis/DCDP,Marriott,1.5,Junior,Other,Kolkata,West Bengal,India,Naukri
7272,Commis/DCDP,Marriott,1.5,Junior,Other,Mumbai,Maharashtra,India,Naukri
7273,Commis/DCDP,Marriott,1.5,Junior,Other,New Delhi,Delhi,India,Naukri
7274,Commis/DCDP,Marriott,1.5,Junior,Other,Hyderabad,Telangana,India,Naukri
7275,Commis/DCDP,Marriott,1.5,Junior,Other,Pune,Maharashtra,India,Naukri
7276,Commis/DCDP,Marriott,1.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
7277,Commis/DCDP,Marriott,1.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
7278,Finance Associate,Marriott,1.5,Junior,Finance,Kolkata,West Bengal,India,Naukri
7279,Finance Associate,Marriott,1.5,Junior,Finance,Mumbai,Maharashtra,India,Naukri
7280,Finance Associate,Marriott,1.5,Junior,Finance,New Delhi,Delhi,India,Naukri
7281,Finance Associate,Marriott,1.5,Junior,Finance,Hyderabad,Telangana,India,Naukri
7282,Finance Associate,Marriott,1.5,Junior,Finance,Pune,Maharashtra,India,Naukri
7283,Finance Associate,Marriott,1.5,Junior,Finance,Chennai,Tamil Nadu,India,Naukri
7284,Finance Associate,Marriott,1.5,Junior,Finance,Bengaluru,Karnataka,India,Naukri
7285,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,Kolkata,West Bengal,India,Naukri
7286,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,Mumbai,Maharashtra,India,Naukri
7287,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,New Delhi,Delhi,India,Naukri
7288,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,Hyderabad,Telangana,India,Naukri
7289,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,Pune,Maharashtra,India,Naukri
7290,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,Chennai,Tamil Nadu,India,Naukri
7291,Assistant Restaurant Manager,Marriott,3.0,Junior,Management,Bengaluru,Karnataka,India,Naukri
7292,Food & Beverage Manager,Marriott,3.0,Junior,Management,Kolkata,West Bengal,India,Naukri
7293,Food & Beverage Manager,Marriott,3.0,Junior,Management,Mumbai,Maharashtra,India,Naukri
7294,Food & Beverage Manager,Marriott,3.0,Junior,Management,New Delhi,Delhi,India,Naukri
7295,Food & Beverage Manager,Marriott,3.0,Junior,Management,Hyderabad,Telangana,India,Naukri
7296,Food & Beverage Manager,Marriott,3.0,Junior,Management,Pune,Maharashtra,India,Naukri
7297,Food & Beverage Manager,Marriott,3.0,Junior,Management,Chennai,Tamil Nadu,India,Naukri
7298,Food & Beverage Manager,Marriott,3.0,Junior,Management,Bengaluru,Karnataka,India,Naukri
7299,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,Kolkata,West Bengal,India,Naukri
7300,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
7301,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,New Delhi,Delhi,India,Naukri
7302,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,Hyderabad,Telangana,India,Naukri
7303,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,Pune,Maharashtra,India,Naukri
7304,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
7305,Sr Sales Manager,Marriott,3.0,Junior,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
7306,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,Kolkata,West Bengal,India,Naukri
7307,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
7308,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,New Delhi,Delhi,India,Naukri
7309,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,Hyderabad,Telangana,India,Naukri
7310,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,Pune,Maharashtra,India,Naukri
7311,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
7312,Executive-Sales,Marriott,3.0,Junior,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
7313,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,Kolkata,West Bengal,India,Naukri
7314,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
7315,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,New Delhi,Delhi,India,Naukri
7316,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
7317,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,Pune,Maharashtra,India,Naukri
7318,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
7319,Drilling Superintendent,Petrofac,4.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
7320,Marketing and Communication Manager,Marriott,3.0,Junior,Marketing,Kolkata,West Bengal,India,Naukri
7321,Marketing and Communication Manager,Marriott,3.0,Junior,Marketing,Mumbai,Maharashtra,India,Naukri
7322,Marketing and Communication Manager,Marriott,3.0,Junior,Marketing,New Delhi,Delhi,India,Naukri
7323,Marketing and Communication Manager,Marriott,3.0,Junior,Marketing,Hyderabad,Telangana,India,Naukri
7324,Marketing and Communication Manager,Marriott,3.0,Junior,Marketing,Pune,Maharashtra,India,Naukri
