Job Title,Company,Rating,Reviews,Experience,Salary,Location,Description,Skills,Posted Date
GN - SONG - Service - ServiceNow - Senior Manager,Accenture,3.8,56065,12-14 Yrs,Not disclosed,Bengaluru,MBA from a tier 1 institute with 15+ years in enterprise transformation and CRM platfor...,system administrationindustry researchbusiness analysisuser storiesbusiness caseproject managementstrategy consultingServicing,6 Days Ago
GN - Industry - LS - R&D Analyst,Accenture,3.8,56065,1-6 Yrs,Not disclosed,Bengaluru,MBA from a Tier 1 institute or rich relevant industry experience Management consulting ...,management consultingarisgdata managementbusiness process mappingbusiness consultinginformation managementr and dregulatory,6 Days Ago
GN-Life Science- Intelligent Functions- Consultant,Accenture,3.8,56065,1-6 Yrs,Not disclosed,Hyderabad,"Thought leadership experience is preferred:Exposure to consulting assets, methodologies...",sapprogram managementsdsap pplife sciencessupply network planningcifpharmaceutical,6 Days Ago
Infra Tech Support Practitioner,Accenture,3.8,56065,2-7 Yrs,Not disclosed,Bengaluru,Bachelor's degree in Computer Science or related field; 5-10 years of experience with S...,solarwindsnetworkingsolar winds administrationsystem architecturetroubleshootingcontinuous integrationpythonmicrosoft azure,6 Days Ago
Corporate Mobility Associate,Accenture,3.8,56065,3-5 Yrs,Not disclosed,Bengaluru,"Working as part of the Mobility Processing, the role demands that one will be required ...",restimmigrationvisa processingwork permit systemvisa counsellingoverseas educationcustomer servicedocumentation,6 Days Ago
GN Industry Retail SAP Consultant,Accenture,3.8,56065,2-6 Yrs,Not disclosed,Bengaluru,"MBA from Tier 1 or 2 business school with 2-6 years of SAP S4 HANA experience, particul...",project managementpresentation skillssdibpewmmaster datasapsap retail,6 Days Ago
GN - SONG - Service - AWS Devops - Consultant,Accenture,3.8,56065,2-7 Yrs,Not disclosed,Bengaluru,Bachelors degree in related field or equivalent experience Minimum 2-9 years of experie...,botapilexservicenowawscontinuous integrationamazon lexkinesis,6 Days Ago
Infra Tech Support Practitioner,Accenture,3.8,56065,3-8 Yrs,Not disclosed,Bengaluru,Bachelor's degree in Computer Science or related field; 5-10 years of experience with S...,solarwindsnetworkingsolar winds administrationsystem architecturetroubleshootingcontinuous integrationpythonmicrosoft azure,6 Days Ago
GN - SONG - MT - Marketing Automation - Consultant,Accenture,3.8,56065,5-10 Yrs,Not disclosed,Bengaluru,"MBA from a tier 1 institute with preferably bachelor s degree in marketing, computer sc...",marketing researchlead qualificationaccount based marketingmarketingcustomer journey mappingemail marketingpardotms dynamics crm,6 Days Ago
GN - SONG - Design and Digital Products - UI/UX - Senior Manager,Accenture,3.8,56065,12-14 Yrs,Not disclosed,Bengaluru,12+ years of experience in product strategy and UX/UI design; strong analytical and com...,UI/UXproduct strategyuser researchstrategy consultinguser interface designingcustomer serviceservice marketingproduct vision,6 Days Ago
Application Developer,Accenture,3.8,56065,3-8 Yrs,Not disclosed,Bengaluru,"6 to 8 years of experience in Oracle C2M, strong SQL skills, and Oracle BI Publisher pr...",ccsql queriesdata extractionoracle bi publishertroubleshootingpythonoracleinformation technology,6 Days Ago
Program/Project Management Lead,Accenture,3.8,56065,3-8 Yrs,Not disclosed,Bengaluru,Project Role :Program/Project Management LeadProject Role Description :Manage overall d...,software developmentinformation managementlabvantageapplication developmentlimsproject managementpharmaceuticaloracle,6 Days Ago
Program/Project Management Lead,Accenture,3.8,56065,3-8 Yrs,Not disclosed,Bengaluru,Project Role :Program/Project Management LeadProject Role Description :Manage overall d...,information managementlabvantageapplication testinglimstesting methodologiesproject managementpharmaceuticaloracle,6 Days Ago
GN-High Tech-09,Accenture,3.8,56065,5-9 Yrs,Not disclosed,Bengaluru,MBA from Tier 1 and 2 business school Be responsible for integration with different ERP...,project managementpresentation skillsverticalsemtelecommanagement consultingsapmanagement skills,6 Days Ago
GN-High Tech- Japan Bilingual-09,Accenture,3.8,56065,5-9 Yrs,Not disclosed,Bengaluru,MBA from Tier 1 and 2 business school Be responsible for integration with different ERP...,project managementpresentation skillsverticalsemtelecommanagement consultingsapmanagement skills,6 Days Ago
Software Development Lead,Accenture,3.8,56065,5-9 Yrs,Not disclosed,Bengaluru,Must have skills : Amazon Web Services (AWS). Good to have skills : Java Full Stack Dev...,ssireact.jsnode.jslambda expressionsawsjava sdkpythonaws iam,6 Days Ago
Application Developer,Accenture,3.8,56065,7-12 Yrs,Not disclosed,Bengaluru,7.5 years of experience in Oracle CC&B Technical Architecture; proficiency in OUAF fram...,ccoracletechnical architecturejavasoftware engineeringalgorithmsoracle application frameworkapplication design,6 Days Ago
Application Developer,Accenture,3.8,56065,5-10 Yrs,Not disclosed,Bengaluru,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,ccoracletechnical architecturejavasoftware engineeringalgorithmsoracle application frameworkapplication design,6 Days Ago
Application Developer,Accenture,3.8,56065,7-12 Yrs,Not disclosed,Bengaluru,7.5 years of experience in Oracle CC&B Technical Architecture; proficiency in OUAF fram...,ccoracletechnical architecturejavasoftware engineeringalgorithmsoracle application frameworkapplication design,6 Days Ago
Software Development Engineer,Accenture,3.8,56065,5-10 Yrs,Not disclosed,Hyderabad,Minimum 5 year(s) of experience is required. Educational Qualification : A Engineering ...,algorithmspysparksoftware design and developmentdata structureshadoophivepythonc++,6 Days Ago
GN - SONG - Service - Business Process Transformation - Manager,Accenture,3.8,56065,10-12 Yrs,Not disclosed,Bengaluru,7+ years in business process re-engineering with Lean Six Sigma certification; expertis...,strategy consultingbusiness process managementlean six sigmasix sigma implementationbusiness developmentmanagement consultingproject managementcustomer service,6 Days Ago
Sr. Planning Analyst Job,Yash Technologies,3.8,1611,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". Good communication skills, Presentation skills . Team working and Project planning ex...",Data analysisSupply chain managementBusiness transformationSupply chain planningAgileManager TechnologyInventory controlProject planning,5 Days Ago
AES - DE- Python Backend Engineer,Zensar,3.7,2480,3-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Zensar Technologies is looking for AES - DE- Python Backend Engineer to join our dynami...,Design engineeringBackendTechnology consultingFocusAgileConceptualizationManagementAes,5 Days Ago
Mainframe DBA,Zensar,3.7,2480,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Total Experience should be more than 10+ years 7+ years expert experience with relation...,VSAMJCLLinuxDb2RDBMSCicsCobolWindows,5 Days Ago
AEM Developers; JD attached,Zensar,3.7,2480,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Be well-versed with AEM workflows setup and maintenance as well as User and Group Manag...,DeveloperAemDevelopmentJD,5 Days Ago
Presales Solution Architect,Zensar,3.7,2480,15-18 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Should have good understanding on licensing models for the major OEM s . Should have st...,ProcurementAutomationManaged servicesOEMPresalesLicensingRFPPortfolio management,5 Days Ago
Python Engineer Job,Yash Technologies,3.8,1611,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience with unit test frameworks - pytest . Good knowledge on version control tools...,MultithreadingVersion controlGITNoSQLIntegration testingAgileData processingStored procedures,5 Days Ago
Product Architect - Testmo,Qubol,4.5,7,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Willingness and capability to learn quickly with minimal direction . Data-driven and re...,Product managementComputer sciencegithubTesting toolsMySQLJavascriptPHPTest cases,5 Days Ago
Automation Testing - SDET,Zensar,3.7,2480,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Zensar Technologies is looking for Automation Testing - SDET to join our dynamic team a...,Design engineeringAutomation testingTechnology consultingFocusAgileConceptualizationManagementEngineering,5 Days Ago
"JavaScript, HTML, CSS, React, Next.js, Node.js",Zensar,3.7,2480,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Developing and maintaining unit tests to ensure the quality of the code . Proficiency i...,CSSFront endJavascriptHTMLNextjsReact.jsCsEnd,5 Days Ago
"JavaScript, HTML, CSS, React, Next.js, Node.js",Zensar,3.7,2480,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Developing and maintaining unit tests to ensure the quality of the code . Proficiency i...,CSSFront endJavascriptHTMLFrontNode.jsNextjsReact.js,5 Days Ago
"C#, JavaScript, Web Development (Blazor/MVC/JavaScript), VoltMX",Zensar,3.7,2480,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience with VoltMX Technologies . Experience with Warehouse Management Business Pro...,MS SQLGITCodingWeb developmentDebuggingJavascriptMVCContinuous improvement,5 Days Ago
Data Scientist,Photon,4.1,1812,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience with ML model deployment, MLOps, and automation . . Proficiency in cloud-bas...",AutomationorchestrationCodingAnalyticalMachine learningSCALAInfrastructureMentor,5 Days Ago
Functional Tester Job,Yash Technologies,3.8,1611,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",We are looking forward to hire functional testing Professionals in the follo...,BackendTest strategyEnterprise applicationsAgileSecurity testingScrumSeleniumTest cases,5 Days Ago
Java Spring Microservices,Zensar,3.7,2480,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Zensar Technologies is looking for Java Spring Microservices to join our dynamic team a...,Design engineeringTechnology consultingFocusAgileConceptualizationManagementSpringAes,6 Days Ago
Lead Software Engineer,Photon,4.1,1812,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience working in Agile / Scrum environments . Strong experience in Node.js (14 / ...,BackendAutomation testingLead SoftwareAgile scrumCodingDebuggingJavascriptPerformance optimization,5 Days Ago
FE Lead- React,Zensar,3.7,2480,8-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Effective communication (written & verbal), with the ability to interface directly with...",Computer scienceHTML;JavascriptCSSFront endDeploymentApplication developmentUnit testingTechnical documentation,5 Days Ago
Sr Consultant,Replicon,3.7,140,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",training materials and maintaining required checklists . Consistent engagement with var...,Business consultingCustomer managementTest scriptsProject managementWorkflowProject planningStakeholder managementUser acceptance testing,5 Days Ago
Integration Developer,Zensar,3.7,2480,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". AWS Certifications (e.g., AWS Certified Data Analytics - Specialty, AWS Certified Sol...",Data validationData migrationSchemaSystem integrationPLSQLdata integrityDmsOracle,5 Days Ago
Lead Software Engineer,Photon,4.1,1812,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s or Master s degree in Computer Science, Engineering, or related fields (or e...",Computer scienceSystem architectureFront endVersion controlWeb analyticsCodingWeb developmentJavascript,5 Days Ago
AES - DE - DevOps - DevOps Architect,Zensar,3.7,2480,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience with version control systems (eg, Git). Streaming and / or batch solutions (...",UnixAnalytical skillsAutomation testingVersion controlGITLinuxShell scriptingContinuous improvement,5 Days Ago
Hiring For Enhance Due Diligence Executive & AML Investigator,KPMG,3.5,5433,1-3 Yrs,3-5 Lacs PA,Bengaluru,Candidate should have good communication skills. Location- Bangalore. Shift- 11AM- 8PM....,AMLTransaction MonitoringEDDCDDSanctionEnhanced Due DiligenceDiligenceDue diligence,6 Days Ago
Business Development Manager,L8 Cones Interactive,,,Bengaluru(HSR Layout),"Over a year of team handling experience in the Ed-tech industry; proficiency in Tamil, ...",Sales ManagementTelesalesInside SalesSalesBusiness development managementManagementDevelopmentBusiness development,6 Days Ago,Save,Unknown
Looking For Candidates with TRM (Technology Risk Manager) Exp,Big 4 Accounting Firms,,,Not disclosed,Bengaluru,"Experience in IT Audit, risk assessments, and technology controls; knowledge of securit...",IT General ControlsThird Party Risk ManagementIT Application controls testingIT Internal AuditsTechnology RiskIT Risk AssessmentsAssessmentRisk Assessments,6 Days Ago,Save
RTR | Bangalore - 5-7 yrs exp,Capgemini,3.7,41483,5-7 Yrs,4.5-7 Lacs PA,Bengaluru,Flexibility with shift timings is a mandate for this role,Record To ReportIntercompanyRTRIntercompany AccountingIntercompany ReconciliationJournal EntriesGl AccountingGL,6 Days Ago
Legal Counsel II (Compliance),Swiggy,3.8,4073,8-13 Yrs,Not disclosed,Hybrid - Bengaluru,"8-13 years of experience post LLB in compliance, strong knowledge of food and e-commerc...",ComplianceLegalfssaiLegal complianceCounsellingFSMS,6 Days Ago
Plastic Product Design - UG NX,MothersonSumi INfotech & Designs (MIND),3.3,561,3-5 Yrs,Not disclosed,Bengaluru,Bachelors degree in mechanical or Automobile engineering . * With 3 to 5 Years of exper...,Plastic product designUG NXTeamcenterPlastic DesignUnigraphicsPart modelingDesignPlastic,6 Days Ago
Deputy Manager/ Manager,Iifl Samasta,4.0,1080,4-8 Yrs,5-9 Lacs PA,Bengaluru(Lalbagh Road),Education Any Graduate/ Any post graduate. Work Location Bangalore-HO. Sector Preferenc...,Rbi ReportingVigilance and fraudCGRMRegulatory ReportingFCUFMRRegulatory ComplianceRegulatory,6 Days Ago
Senior - Internal Audit,KPMG Assurance and Consulting Services LLP,3.5,5433,4-7 Yrs,Not disclosed,Bengaluru,Graduates . with 4 - 7 years. of relevant experience in risk consulting/ operations or ...,data analyticsanalyticaldataprocess consultingpresentation skillsrisk consultingverbal communicationinternal audit,6 Days Ago
Manager - Seafood Sourcing,Licious,3.7,532,4-9 Yrs,Not disclosed,Bengaluru(Domlur),"o Work closely with the operations, logistics, and sales teams to ensure smooth supply ...",ProcurementNegotiationVendor DevelopmentSourcingStrategic SourcingMaterial ProcurementFishMaterials,6 Days Ago
